Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N
"2","Afghanistan","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.500000","X","INTRACEN","1.600000","X","INTRACEN","1.200000","X","INTRACEN","1.200000","X","INTRACEN","0.400000","X","INTRACEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","Afghanistan","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.052175","Fc","Calculated","2.171850","Fc","Calculated","1.481107","Fc","Calculated","1.449729","Fc","Calculated","0.401216","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","Afghanistan","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.915966","Fc","Calculated","0.847952","Fc","Calculated","2.606769","Fc","Calculated","0.607555","Fc","Calculated","0.737994","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","Afghanistan","23082","Total FDI inflows","6110","Value US$","millions","-0.280000","X","UNCTAD","0.360000","X","UNCTAD","-0.020000","X","UNCTAD","0.020000","X","UNCTAD","-0.093327","X","UNCTAD","0.690000","X","UNCTAD","-1.460000","X","UNCTAD","-0.010000","X","UNCTAD","6.040000","X","UNCTAD","0.170000","X","UNCTAD","0.680000","X","UNCTAD","50.000000","X","UNCTAD","57.800000","X","UNCTAD","186.900000","X","UNCTAD","271.000000","X","UNCTAD","238.000000","X","UNCTAD","188.690000","X","UNCTAD","46.034000","X","UNCTAD","197.513000","X","UNCTAD","54.201000","X","UNCTAD","57.621000","X","UNCTAD","47.227000","X","UNCTAD","37.639000","X","UNCTAD","43.510000","X","UNCTAD","163.103000","X","UNCTAD","93.590000","X","UNCTAD","53.390000","X","UNCTAD","119.440000","X","UNCTAD","38.533333","X","UNCTAD","12.970492","X","UNCTAD"
"2","Afghanistan","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","-0.650725","Fc","Calculated","0.814596","Fc","Calculated","-0.044320","Fc","Calculated","0.056591","Fc","Calculated","-0.214454","Fc","Calculated","1.695615","Fc","Calculated","-3.105881","Fc","Calculated","-0.020205","Fc","Calculated","15.811022","Fc","Calculated","0.271867","Fc","Calculated","0.953054","Fc","Calculated","90.460407","Fc","Calculated","106.056797","Fc","Calculated","309.581113","Fc","Calculated","418.035050","Fc","Calculated","348.969514","Fc","Calculated","256.129030","Fc","Calculated","56.817719","Fc","Calculated","238.616910","Fc","Calculated","54.365728","Fc","Calculated","52.273903","Fc","Calculated","42.615569","Fc","Calculated","35.326857","Fc","Calculated","42.245179","Fc","Calculated","163.103000","Fc","Calculated","98.696976","Fc","Calculated","55.981378","Fc","Calculated","131.715634","Fc","Calculated","44.478098","Fc","Calculated",,,
"2","Afghanistan","23085","Total FDI outflows","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.000000","X","UNCTAD","-0.700000","X","UNCTAD","1.500000","X","UNCTAD",,,,,,,"-0.482541","X","UNCTAD","0.334912","X","UNCTAD","-0.714947","X","UNCTAD","1.177552","X","UNCTAD","-9.040251","X","UNCTAD","0.537308","X","UNCTAD","-0.019161","X","UNCTAD","0.827993","X","UNCTAD","14.780000","X","UNCTAD","10.800000","X","UNCTAD","40.530000","X","UNCTAD","25.946667","X","UNCTAD","37.112627","X","UNCTAD"
"2","Afghanistan","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.834893","Fc","Calculated","-1.159480","Fc","Calculated","2.313847","Fc","Calculated",,,,,,,"-0.595579","Fc","Calculated","0.404610","Fc","Calculated","-0.717120","Fc","Calculated","1.068278","Fc","Calculated","-8.157526","Fc","Calculated","0.504302","Fc","Calculated","-0.018604","Fc","Calculated","0.827993","Fc","Calculated","15.586508","Fc","Calculated","11.324197","Fc","Calculated","44.695534","Fc","Calculated","29.949612","Fc","Calculated",,,
"3","Albania","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.550000","X","INTRACEN",,,,,,,,,,,,
"3","Albania","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.545505","Fc","Calculated",,,,,,,,,,,,
"3","Albania","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.049969","Fc","Calculated",,,,,,,,,,,,
"3","Albania","23082","Total FDI inflows","6110","Value US$","millions",,,,"20.000000","X","UNCTAD","68.000000","X","UNCTAD","52.970000","X","UNCTAD","70.050000","X","UNCTAD","90.090000","X","UNCTAD","47.540000","X","UNCTAD","45.010797","X","UNCTAD","41.199875","X","UNCTAD","144.270315","X","UNCTAD","206.427683","X","UNCTAD","133.056327","X","UNCTAD","177.103813","X","UNCTAD","345.671838","X","UNCTAD","264.338656","X","UNCTAD","324.421903","X","UNCTAD","658.506675","X","UNCTAD","974.333321","X","UNCTAD","995.929668","X","UNCTAD","1050.708236","X","UNCTAD","876.268324","X","UNCTAD","855.440232","X","UNCTAD","1265.900790","X","UNCTAD","1111.434379","X","UNCTAD","945.722845","X","UNCTAD","1100.671891","X","UNCTAD","1148.891224","X","UNCTAD","1289.690235","X","UNCTAD","1287.978184","X","UNCTAD","1106.560092","X","UNCTAD"
"3","Albania","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions",,,,"46.491842","Fc","Calculated","154.413501","Fc","Calculated","117.768949","Fc","Calculated","138.740070","Fc","Calculated","145.579531","Fc","Calculated","98.515022","Fc","Calculated","88.389221","Fc","Calculated","72.431063","Fc","Calculated","250.568916","Fc","Calculated","344.823140","Fc","Calculated","209.462314","Fc","Calculated","230.438296","Fc","Calculated","367.746170","Fc","Calculated","264.510588","Fc","Calculated","311.178160","Fc","Calculated","557.739821","Fc","Calculated","735.340353","Fc","Calculated","830.848400","Fc","Calculated","917.977822","Fc","Calculated","726.355759","Fc","Calculated","752.478587","Fc","Calculated","1084.506271","Fc","Calculated","935.960504","Fc","Calculated","945.722845","Fc","Calculated","1091.676477","Fc","Calculated","1077.587274","Fc","Calculated","1082.091064","Fc","Calculated","1095.107798","Fc","Calculated",,,
"3","Albania","23085","Total FDI outflows","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.658403","X","UNCTAD","4.103865","X","UNCTAD","10.387121","X","UNCTAD","23.896923","X","UNCTAD","81.136705","X","UNCTAD","39.198825","X","UNCTAD","6.381076","X","UNCTAD","29.776675","X","UNCTAD","23.034997","X","UNCTAD","39.816721","X","UNCTAD","33.358575","X","UNCTAD","37.667813","X","UNCTAD","64.200483","X","UNCTAD","26.197174","X","UNCTAD","82.560790","X","UNCTAD","127.855221","X","UNCTAD","89.433996","X","UNCTAD"
"3","Albania","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.530618","Fc","Calculated","4.106534","Fc","Calculated","9.963092","Fc","Calculated","20.240137","Fc","Calculated","61.234787","Fc","Calculated","32.701387","Fc","Calculated","5.574989","Fc","Calculated","24.682462","Fc","Calculated","20.262482","Fc","Calculated","34.111270","Fc","Calculated","28.091904","Fc","Calculated","37.667813","Fc","Calculated","63.675794","Fc","Calculated","24.571291","Fc","Calculated","69.271124","Fc","Calculated","108.709333","Fc","Calculated",,,
"4","Algeria","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.800000","X","UNCTAD","0.400000","X","INTRACEN","0.500000","X","INTRACEN","0.100000","X","INTRACEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","Algeria","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.427337","Fc","Calculated","0.432362","Fc","Calculated","0.484510","Fc","Calculated","0.078324","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","Algeria","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.117301","Fc","Calculated","0.021181","Fc","Calculated","0.028676","Fc","Calculated","0.003799","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","Algeria","23082","Total FDI inflows","6110","Value US$","millions","80.000000","X","UNCTAD","30.000000","X","UNCTAD","0.001000","X","UNCTAD","0.001000","X","UNCTAD","0.001000","X","UNCTAD","270.000000","X","UNCTAD","260.000000","X","UNCTAD","606.600000","X","UNCTAD","291.600000","X","UNCTAD","280.100000","X","UNCTAD","1113.105541","X","UNCTAD","1064.960000","X","UNCTAD","637.853027","X","UNCTAD","884.749028","X","UNCTAD","1145.617701","X","UNCTAD","1888.456210","X","UNCTAD","1743.630929","X","UNCTAD","2632.047803","X","UNCTAD","2754.118888","X","UNCTAD","2301.225922","X","UNCTAD","2580.626408","X","UNCTAD","1499.446845","X","UNCTAD","1696.866750","X","UNCTAD","1506.733438","X","UNCTAD","-584.539199","X","UNCTAD","1636.299236","X","UNCTAD","1232.341924","X","UNCTAD","1466.084654","X","UNCTAD","1381.811818","X","UNCTAD","1125.414826","X","UNCTAD"
"4","Algeria","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","136.591729","Fc","Calculated","49.446121","Fc","Calculated","0.001558","Fc","Calculated","0.001855","Fc","Calculated","0.001942","Fc","Calculated","489.133979","Fc","Calculated","463.992405","Fc","Calculated","1137.488749","Fc","Calculated","559.045864","Fc","Calculated","494.841354","Fc","Calculated","2011.132525","Fc","Calculated","1968.866704","Fc","Calculated","1058.413718","Fc","Calculated","1217.763508","Fc","Calculated","1380.768017","Fc","Calculated","2041.241062","Fc","Calculated","1689.613970","Fc","Calculated","2061.537825","Fc","Calculated","2731.393692","Fc","Calculated","2012.440684","Fc","Calculated","1871.619507","Fc","Calculated","1075.836302","Fc","Calculated","1247.420974","Fc","Calculated","1127.929571","Fc","Calculated","-584.539199","Fc","Calculated","1751.390084","Fc","Calculated","1257.119754","Fc","Calculated","1467.625661","Fc","Calculated","1429.012087","Fc","Calculated",,,
"4","Algeria","23085","Total FDI outflows","6110","Value US$","millions","0.001000","X","UNCTAD","0.001000","X","UNCTAD","0.001000","X","UNCTAD","0.001000","X","UNCTAD","0.001000","X","UNCTAD","0.001000","X","UNCTAD","0.001000","X","UNCTAD","1.000000","X","UNCTAD","7.600000","X","UNCTAD","13.700000","X","UNCTAD","9.300000","X","UNCTAD","98.570000","X","UNCTAD","28.320633","X","UNCTAD","245.449809","X","UNCTAD","-20.193425","X","UNCTAD","33.973133","X","UNCTAD","150.627112","X","UNCTAD","317.982705","X","UNCTAD","214.813772","X","UNCTAD","220.493962","X","UNCTAD","533.510476","X","UNCTAD","-41.301335","X","UNCTAD","-268.294448","X","UNCTAD","-18.297237","X","UNCTAD","103.218396","X","UNCTAD","46.202384","X","UNCTAD","-28.605242","X","UNCTAD","845.268059","X","UNCTAD","30.989854","X","UNCTAD","15.518489","X","UNCTAD"
"4","Algeria","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions","0.001707","Fc","Calculated","0.001648","Fc","Calculated","0.001558","Fc","Calculated","0.001855","Fc","Calculated","0.001942","Fc","Calculated","0.001812","Fc","Calculated","0.001785","Fc","Calculated","1.875188","Fc","Calculated","14.570468","Fc","Calculated","24.203236","Fc","Calculated","16.803018","Fc","Calculated","182.233315","Fc","Calculated","46.993500","Fc","Calculated","337.835715","Fc","Calculated","-24.338342","Fc","Calculated","36.721717","Fc","Calculated","145.960747","Fc","Calculated","249.058309","Fc","Calculated","213.041269","Fc","Calculated","192.823753","Fc","Calculated","386.932650","Fc","Calculated","-29.633245","Fc","Calculated","-197.231823","Fc","Calculated","-13.697177","Fc","Calculated","103.218396","Fc","Calculated","49.452078","Fc","Calculated","-29.180388","Fc","Calculated","846.156523","Fc","Calculated","32.048413","Fc","Calculated",,,
"7","Angola","23082","Total FDI inflows","6110","Value US$","millions","664.100000","X","UNCTAD","288.000000","X","UNCTAD","302.000000","X","UNCTAD","170.100000","X","UNCTAD","472.000000","X","UNCTAD","180.630000","X","UNCTAD","411.650000","X","UNCTAD","1114.000000","X","UNCTAD","2471.401000","X","UNCTAD","878.601000","X","UNCTAD","2145.501000","X","UNCTAD","1743.504000","X","UNCTAD","3576.971780","X","UNCTAD","2197.227820","X","UNCTAD","-1303.836930","X","UNCTAD","-37.714860","X","UNCTAD","-893.342152","X","UNCTAD","1678.971010","X","UNCTAD","2205.298180","X","UNCTAD","-3227.211182","X","UNCTAD","-3023.770966","X","UNCTAD","-1464.627991","X","UNCTAD","-7120.017424","X","UNCTAD","3657.514667","X","UNCTAD","10028.215163","X","UNCTAD","-179.517619","X","UNCTAD","-7397.295409","X","UNCTAD","-6456.076413","X","UNCTAD","-4098.478748","X","UNCTAD","-1866.468113","X","UNCTAD"
"7","Angola","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","1468.247301","Fc","Calculated","522.224459","Fc","Calculated","574.486339","Fc","Calculated","318.618682","Fc","Calculated","2121.672525","Fc","Calculated","701.780969","Fc","Calculated","1463.863048","Fc","Calculated","4921.646852","Fc","Calculated","11686.547755","Fc","Calculated","2885.569214","Fc","Calculated","7425.060736","Fc","Calculated","5401.925913","Fc","Calculated","9794.636265","Fc","Calculated","5048.800362","Fc","Calculated","-2195.396046","Fc","Calculated","-50.042473","Fc","Calculated","-1084.597993","Fc","Calculated","1670.385230","Fc","Calculated","2786.680558","Fc","Calculated","-3587.667749","Fc","Calculated","-2607.328464","Fc","Calculated","-1196.699042","Fc","Calculated","-5719.119181","Fc","Calculated","2889.305991","Fc","Calculated","10028.215163","Fc","Calculated","-200.948584","Fc","Calculated","-6846.431528","Fc","Calculated","-7055.566753","Fc","Calculated","-5260.489263","Fc","Calculated",,,
"7","Angola","23085","Total FDI outflows","6110","Value US$","millions",,,,"0.188901","X","UNCTAD","2.000000","X","UNCTAD","-2.000000","X","UNCTAD","-1.000000","X","UNCTAD","-12.420956","X","UNCTAD","3.973419","X","UNCTAD",,,,"-0.088285","X","UNCTAD",,,,,,,"100.111000","X","UNCTAD","95.900000","X","UNCTAD","783.236000","X","UNCTAD","219.362057","X","UNCTAD","190.585086","X","UNCTAD","911.781455","X","UNCTAD","2569.643974","X","UNCTAD","6.753125","X","UNCTAD","1340.429384","X","UNCTAD","2092.642448","X","UNCTAD","886.475741","X","UNCTAD","921.566192","X","UNCTAD","886.792457","X","UNCTAD","-784.870217","X","UNCTAD","273.005000","X","UNCTAD","1352.005057","X","UNCTAD","5.714168","X","UNCTAD","-2349.425835","X","UNCTAD","90.514469","X","UNCTAD"
"7","Angola","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions",,,,"0.342530","Fc","Calculated","3.804545","Fc","Calculated","-3.746251","Fc","Calculated","-4.495069","Fc","Calculated","-48.257713","Fc","Calculated","14.129823","Fc","Calculated",,,,"-0.417474","Fc","Calculated",,,,,,,"310.175489","Fc","Calculated","262.597995","Fc","Calculated","1799.723344","Fc","Calculated","369.361062","Fc","Calculated","252.880403","Fc","Calculated","1106.984971","Fc","Calculated","2556.503546","Fc","Calculated","8.533450","Fc","Calculated","1490.145825","Fc","Calculated","1804.437664","Fc","Calculated","724.309979","Fc","Calculated","740.243538","Fc","Calculated","700.534377","Fc","Calculated","-784.870217","Fc","Calculated","305.596568","Fc","Calculated","1251.323563","Fc","Calculated","6.244767","Fc","Calculated","-3015.540678","Fc","Calculated",,,
"258","Anguilla","23082","Total FDI inflows","6110","Value US$","millions","6.114815","X","UNCTAD","15.422222","X","UNCTAD","6.466667","X","UNCTAD","11.144444","X","UNCTAD","17.581481","X","UNCTAD","33.229630","X","UNCTAD","21.244444","X","UNCTAD","28.062963","X","UNCTAD","38.011111","X","UNCTAD","39.713785","X","UNCTAD","29.618889","X","UNCTAD","33.238233","X","UNCTAD","29.392296","X","UNCTAD","86.727304","X","UNCTAD","117.306767","X","UNCTAD","141.997804","X","UNCTAD","118.876096","X","UNCTAD","98.714314","X","UNCTAD","43.586576","X","UNCTAD","11.400721","X","UNCTAD","38.915891","X","UNCTAD","43.543003","X","UNCTAD","42.147552","X","UNCTAD","72.581111","X","UNCTAD","79.195556","X","UNCTAD","60.253704","X","UNCTAD","53.534815","X","UNCTAD","55.784444","X","UNCTAD","125.088889","X","UNCTAD","26.304077","X","UNCTAD"
"258","Anguilla","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","9.184907","Fc","Calculated","27.438698","Fc","Calculated","11.332901","Fc","Calculated","18.904589","Fc","Calculated","28.860329","Fc","Calculated","52.951450","Fc","Calculated","33.460139","Fc","Calculated","43.141400","Fc","Calculated","57.025705","Fc","Calculated","59.269175","Fc","Calculated","43.819851","Fc","Calculated","46.545759","Fc","Calculated","40.325565","Fc","Calculated","114.606020","Fc","Calculated","153.987315","Fc","Calculated","180.704074","Fc","Calculated","137.185093","Fc","Calculated","112.564215","Fc","Calculated","50.863221","Fc","Calculated","13.402915","Fc","Calculated","43.632572","Fc","Calculated","47.725891","Fc","Calculated","45.617048","Fc","Calculated","74.712125","Fc","Calculated","79.195556","Fc","Calculated","60.603995","Fc","Calculated","56.838677","Fc","Calculated","56.920463","Fc","Calculated","113.582937","Fc","Calculated",,,
"258","Anguilla","23085","Total FDI outflows","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-14.678148","X","UNCTAD","10.770000","X","UNCTAD","-1.646667","X","UNCTAD","-0.579630","X","UNCTAD","-0.556296","X","UNCTAD","-0.927531","X","UNCTAD","-0.902742","X","UNCTAD"
"258","Anguilla","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-15.109105","Fc","Calculated","10.770000","Fc","Calculated","-1.656240","Fc","Calculated","-0.615401","Fc","Calculated","-0.567625","Fc","Calculated","-0.842215","Fc","Calculated",,,
"8","Antigua and Barbuda","23082","Total FDI inflows","6110","Value US$","millions","54.792593","X","UNCTAD","19.648148","X","UNCTAD","15.240741","X","UNCTAD","24.788889","X","UNCTAD","31.485185","X","UNCTAD","19.351852","X","UNCTAD","22.944444","X","UNCTAD","22.774074","X","UNCTAD","51.791422","X","UNCTAD","43.115926","X","UNCTAD","98.452222","X","UNCTAD","65.865065","X","UNCTAD","166.321144","X","UNCTAD","80.366585","X","UNCTAD","220.963374","X","UNCTAD","358.820164","X","UNCTAD","338.204733","X","UNCTAD","158.783774","X","UNCTAD","80.646653","X","UNCTAD","96.679208","X","UNCTAD","65.160596","X","UNCTAD","133.070843","X","UNCTAD","94.662526","X","UNCTAD","46.061481","X","UNCTAD","107.460370","X","UNCTAD","80.641481","X","UNCTAD","112.936667","X","UNCTAD","116.493704","X","UNCTAD","139.466667","X","UNCTAD","22.367073","X","UNCTAD"
"8","Antigua and Barbuda","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","86.313102","Fc","Calculated","30.207611","Fc","Calculated","23.014236","Fc","Calculated","36.256066","Fc","Calculated","44.969200","Fc","Calculated","26.840517","Fc","Calculated","31.252265","Fc","Calculated","30.379244","Fc","Calculated","68.062783","Fc","Calculated","55.795079","Fc","Calculated","125.542866","Fc","Calculated","83.403483","Fc","Calculated","212.446185","Fc","Calculated","101.097929","Fc","Calculated","266.090773","Fc","Calculated","430.347849","Fc","Calculated","391.021583","Fc","Calculated","175.876314","Fc","Calculated","87.716707","Fc","Calculated","103.627871","Fc","Calculated","69.141853","Fc","Calculated","138.384244","Fc","Calculated","99.383021","Fc","Calculated","47.451380","Fc","Calculated","107.460370","Fc","Calculated","79.159614","Fc","Calculated","111.901577","Fc","Calculated","112.884777","Fc","Calculated","134.917257","Fc","Calculated",,,
"8","Antigua and Barbuda","23085","Total FDI outflows","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.948889","X","UNCTAD","9.732222","X","UNCTAD","11.998148","X","UNCTAD","13.266296","X","UNCTAD","8.563704","X","UNCTAD","11.276049","X","UNCTAD","9.818515","X","UNCTAD"
"8","Antigua and Barbuda","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.037871","Fc","Calculated","9.732222","Fc","Calculated","11.777670","Fc","Calculated","13.144708","Fc","Calculated","8.298404","Fc","Calculated","10.908224","Fc","Calculated",,,
"9","Argentina","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"284.799990","X","UNCTAD","278.600000","X","INTRACEN","303.460000","X","INTRACEN","464.850000","X","INTRACEN","117.290000","X","INTRACEN","421.480000","X","INTRACEN","295.230000","X","INTRACEN","299.930000","X","INTRACEN","37.010000","X","INTRACEN","190.770000","X","INTRACEN","188.050000","X","INTRACEN","-21.540000","X","INTRACEN",,,,,,,,,,,,
"9","Argentina","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670.049830","Fc","Calculated","606.176648","Fc","Calculated","582.218786","Fc","Calculated","735.431387","Fc","Calculated","189.779817","Fc","Calculated","592.312362","Fc","Calculated","353.799362","Fc","Calculated","324.371735","Fc","Calculated","38.857846","Fc","Calculated","211.193698","Fc","Calculated","188.050000","Fc","Calculated","-24.397206","Fc","Calculated",,,,,,,,,,,,
"9","Argentina","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.409036","Fc","Calculated","5.031289","Fc","Calculated","4.687975","Fc","Calculated","4.779677","Fc","Calculated","2.919725","Fc","Calculated","3.719143","Fc","Calculated","2.723541","Fc","Calculated","1.957265","Fc","Calculated","0.376820","Fc","Calculated","3.766186","Fc","Calculated","1.599201","Fc","Calculated","-0.660703","Fc","Calculated",,,,,,,,,,,,
"9","Argentina","23081","FDI inflows to Food, Beverages and Tobacco","6110","Value US$","millions",,,,"384.100010","X","UNCTAD","338.500000","X","UNCTAD","1013.900000","X","UNCTAD","792.799990","X","UNCTAD","404.899990","X","UNCTAD","360.399990","X","UNCTAD","255.600010","X","UNCTAD","1192.400000","X","UNCTAD","475.500000","X","UNCTAD","5.900000","X","UNCTAD","-133.000000","X","UNCTAD","268.399990","X","UNCTAD","418.899990","X","UNCTAD","278.500000","X","UNCTAD","333.450000","X","INTRACEN","460.680000","X","INTRACEN","1486.490000","X","INTRACEN","869.070000","X","INTRACEN","690.410000","X","INTRACEN","800.180000","X","INTRACEN","1506.990000","X","INTRACEN","932.370000","X","INTRACEN","987.900000","X","INTRACEN","2627.350000","X","INTRACEN","69.840000","X","INTRACEN",,,,,,,,,,,,
"9","Argentina","23081","FDI inflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","millions",,,,"535.682671","Fc","Calculated","484.701475","Fc","Calculated","1411.682477","Fc","Calculated","1070.765311","Fc","Calculated","547.101524","Fc","Calculated","489.163468","Fc","Calculated","352.939241","Fc","Calculated","1677.303373","Fc","Calculated","662.000872","Fc","Calculated","8.305098","Fc","Calculated","-439.492172","Fc","Calculated","760.055702","Fc","Calculated","1094.585317","Fc","Calculated","655.227824","Fc","Calculated","725.519036","Fc","Calculated","883.861300","Fc","Calculated","2351.750892","Fc","Calculated","1406.189324","Fc","Calculated","970.243850","Fc","Calculated","958.924137","Fc","Calculated","1629.796820","Fc","Calculated","978.921640","Fc","Calculated","1093.663857","Fc","Calculated","2627.350000","Fc","Calculated","79.104031","Fc","Calculated",,,,,,,,,,,,
"9","Argentina","23081","FDI inflows to Food, Beverages and Tobacco","6141","Share of Total FDI inflows US$","%",,,,"8.668515","Fc","Calculated","12.119216","Fc","Calculated","27.893232","Fc","Calculated","14.133361","Fc","Calculated","5.827126","Fc","Calculated","3.934381","Fc","Calculated","3.505857","Fc","Calculated","4.970882","Fc","Calculated","4.564078","Fc","Calculated","0.272374","Fc","Calculated","-6.189190","Fc","Calculated","16.246865","Fc","Calculated","10.155878","Fc","Calculated","5.289384","Fc","Calculated","6.021836","Fc","Calculated","7.116774","Fc","Calculated","15.284375","Fc","Calculated","21.633946","Fc","Calculated","6.092183","Fc","Calculated","7.381781","Fc","Calculated","9.834224","Fc","Calculated","9.492996","Fc","Calculated","19.503148","Fc","Calculated","22.343323","Fc","Calculated","2.142223","Fc","Calculated",,,,,,,,,,,,
