Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N
"117","Republic of Korea","23083","FDI outflows to Agriculture, Forestry and Fishing","6142","Share of Total FDI outflows US$","%","0.829563","Fc","Calculated","1.482881","Fc","Calculated","0.193973","Fc","Calculated","-0.509633","Fc","Calculated","0.186119","Fc","Calculated","0.355319","Fc","Calculated","0.448847","Fc","Calculated","0.405184","Fc","Calculated","0.209216","Fc","Calculated","0.247826","Fc","Calculated","0.138509","Fc","Calculated","-0.471314","Fc","Calculated","0.436359","Fc","Calculated","0.379399","Fc","Calculated","0.313325","Fc","Calculated",,,,"0.447071","Fc","Calculated",,,,,,,,,,,,,,,,"0.005015","Fc","Calculated","0.111792","Fc","Calculated","0.294464","Fc","Calculated","0.197394","Fc","Calculated","0.240304","Fc","Calculated","0.308971","Fc","Calculated","0.103664","Fc","Calculated",,,
"117","Republic of Korea","23084","FDI outflows to Food, Beverages and Tobacco","6110","Value US$","millions",,,,,,,,,,,,,"68.500000","X","UNCTAD","130.200000","X","UNCTAD","41.000000","X","UNCTAD","34.799999","X","UNCTAD","86.900002","X","UNCTAD","142.800000","X","UNCTAD","20.500000","X","UNCTAD","51.299999","X","UNCTAD","59.700001","X","UNCTAD",,,,,,,,,,"186.899990","X","INTRACEN",,,,,,,,,,,,,,,,"233.620000","X","OECD","143.280000","X","OECD","391.960000","X","OECD","587.940000","X","OECD","570.250000","X","OECD","578.450000","X","OECD","1323.890000","X","OECD",,,
"117","Republic of Korea","23084","FDI outflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,"73.101053","Fc","Calculated","139.200718","Fc","Calculated","49.840086","Fc","Calculated","59.651142","Fc","Calculated","127.930894","Fc","Calculated","197.970388","Fc","Calculated","31.351174","Fc","Calculated","73.791076","Fc","Calculated","79.063843","Fc","Calculated",,,,,,,,,,"181.269752","Fc","Calculated",,,,,,,,,,,,,,,,"235.441374","Fc","Calculated","137.623667","Fc","Calculated","391.960000","Fc","Calculated","591.410991","Fc","Calculated","546.630113","Fc","Calculated","537.248419","Fc","Calculated","1314.269547","Fc","Calculated",,,
"117","Republic of Korea","23084","FDI outflows to Food, Beverages and Tobacco","6142","Share of Total FDI outflows US$","%",,,,,,,,,,,,,"1.770712","Fc","Calculated","2.628551","Fc","Calculated","0.929431","Fc","Calculated","0.824586","Fc","Calculated","2.190462","Fc","Calculated","2.949134","Fc","Calculated","0.747221","Fc","Calculated","1.492494","Fc","Calculated","1.189527","Fc","Calculated",,,,,,,,,,"0.856122","Fc","Calculated",,,,,,,,,,,,,,,,"0.824993","Fc","Calculated","0.511742","Fc","Calculated","1.654740","Fc","Calculated","1.967045","Fc","Calculated","1.673789","Fc","Calculated","1.513459","Fc","Calculated","3.756889","Fc","Calculated",,,
"117","Republic of Korea","23085","Total FDI outflows","6110","Value US$","millions","1591.200000","X","UNCTAD","1375.700000","X","UNCTAD","1443.500000","X","UNCTAD","2590.100000","X","UNCTAD","3868.500000","X","UNCTAD","4953.300000","X","UNCTAD","4411.300000","X","UNCTAD","4220.300000","X","UNCTAD","3967.200000","X","UNCTAD","4842.100000","X","UNCTAD","2743.500000","X","UNCTAD","3437.200000","X","UNCTAD","5018.800000","X","UNCTAD","7195.600000","X","UNCTAD","8330.000000","X","UNCTAD","12563.100000","X","UNCTAD","21831.000000","X","UNCTAD","19536.500000","X","UNCTAD","17400.500000","X","UNCTAD","28221.600000","X","UNCTAD","29647.700000","X","UNCTAD","30598.700000","X","UNCTAD","28317.800000","X","UNCTAD","27998.500000","X","UNCTAD","23687.100000","X","UNCTAD","29889.500000","X","UNCTAD","34069.400000","X","UNCTAD","38220.400000","X","UNCTAD","35239.000000","X","UNCTAD","32479.700000","X","UNCTAD"
"117","Republic of Korea","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions","2140.358098","Fc","Calculated","1827.674853","Fc","Calculated","1855.772952","Fc","Calculated","3081.636417","Fc","Calculated","4128.341972","Fc","Calculated","5295.721342","Fc","Calculated","5362.428598","Fc","Calculated","7234.072459","Fc","Calculated","5840.361681","Fc","Calculated","6712.832030","Fc","Calculated","4195.704736","Fc","Calculated","4944.146052","Fc","Calculated","6646.660116","Fc","Calculated","8881.483127","Fc","Calculated","9098.863024","Fc","Calculated","12822.355200","Fc","Calculated","21173.355576","Fc","Calculated","21853.666067","Fc","Calculated","21767.576500","Fc","Calculated","31111.071915","Fc","Calculated","30936.127853","Fc","Calculated","32050.961098","Fc","Calculated","28538.574412","Fc","Calculated","26893.189895","Fc","Calculated","23687.100000","Fc","Calculated","30065.957102","Fc","Calculated","32658.237555","Fc","Calculated","35498.054222","Fc","Calculated","34982.924989","Fc","Calculated",,,
"146","Republic of Moldova","23082","Total FDI inflows","6110","Value US$","millions",,,,"17.000000","X","UNCTAD","14.000000","X","UNCTAD","12.020000","X","UNCTAD","66.910000","X","UNCTAD","23.740000","X","UNCTAD","78.740000","X","UNCTAD","75.510000","X","UNCTAD","37.890000","X","UNCTAD","127.540000","X","UNCTAD","103.440000","X","UNCTAD","84.050000","X","UNCTAD","73.750000","X","UNCTAD","146.200000","X","UNCTAD","190.700000","X","UNCTAD","258.470000","X","UNCTAD","541.260000","X","UNCTAD","711.460000","X","UNCTAD","270.010000","X","UNCTAD","286.140000","X","UNCTAD","345.780000","X","UNCTAD","241.010000","X","UNCTAD","233.210000","X","UNCTAD","340.920000","X","UNCTAD","236.990000","X","UNCTAD","84.180000","X","UNCTAD","151.590000","X","UNCTAD","292.070000","X","UNCTAD","503.060000","X","UNCTAD","54.780000","X","UNCTAD"
"146","Republic of Moldova","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions",,,,"37.931104","Fc","Calculated","30.514385","Fc","Calculated","25.651039","Fc","Calculated","139.855608","Fc","Calculated","48.729222","Fc","Calculated","144.257369","Fc","Calculated","146.803795","Fc","Calculated","103.185431","Fc","Calculated","322.544750","Fc","Calculated","241.564847","Fc","Calculated","188.535346","Fc","Calculated","148.026976","Fc","Calculated","240.184788","Fc","Calculated","292.794072","Fc","Calculated","364.596337","Fc","Calculated","608.989361","Fc","Calculated","627.467236","Fc","Calculated","249.197061","Fc","Calculated","264.704250","Fc","Calculated","280.585873","Fc","Calculated","187.835616","Fc","Calculated","181.757957","Fc","Calculated","278.593142","Fc","Calculated","236.990000","Fc","Calculated","84.339063","Fc","Calculated","132.719887","Fc","Calculated","225.096915","Fc","Calculated","384.399667","Fc","Calculated",,,
"146","Republic of Moldova","23085","Total FDI outflows","6110","Value US$","millions",,,,,,,,,,"17.800000","X","UNCTAD","0.520000","X","UNCTAD","0.560000","X","UNCTAD","0.450000","X","UNCTAD","-0.740000","X","UNCTAD","0.060000","X","UNCTAD","0.080000","X","UNCTAD","0.120000","X","UNCTAD","0.450000","X","UNCTAD","0.110000","X","UNCTAD","-1.600000","X","UNCTAD","-0.160000","X","UNCTAD","-0.930000","X","UNCTAD","17.360000","X","UNCTAD","16.080000","X","UNCTAD","5.420000","X","UNCTAD","2.800000","X","UNCTAD","22.460000","X","UNCTAD","16.840000","X","UNCTAD","22.090000","X","UNCTAD","36.620000","X","UNCTAD","18.740000","X","UNCTAD","9.120000","X","UNCTAD","12.620000","X","UNCTAD","38.050000","X","UNCTAD","41.540000","X","UNCTAD","-11.600000","X","UNCTAD"
"146","Republic of Moldova","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions",,,,,,,,,,"37.985732","Fc","Calculated","1.086907","Fc","Calculated","1.149468","Fc","Calculated","0.824433","Fc","Calculated","-1.438681","Fc","Calculated","0.163397","Fc","Calculated","0.202318","Fc","Calculated","0.280238","Fc","Calculated","1.009410","Fc","Calculated","0.220786","Fc","Calculated","-2.628561","Fc","Calculated","-0.245658","Fc","Calculated","-1.311853","Fc","Calculated","19.532305","Fc","Calculated","14.181645","Fc","Calculated","5.002215","Fc","Calculated","2.590242","Fc","Calculated","18.225342","Fc","Calculated","13.124566","Fc","Calculated","17.216386","Fc","Calculated","29.925146","Fc","Calculated","18.740000","Fc","Calculated","9.137233","Fc","Calculated","11.049047","Fc","Calculated","29.324948","Fc","Calculated","31.741665","Fc","Calculated",,,
"182","Réunion","23082","Total FDI inflows","6110","Value US$","millions","7.408056","X","UNCTAD","39.387786","X","UNCTAD","0.115619","X","UNCTAD","0.029889","X","UNCTAD",,,,,,,,,,"0.708552","X","UNCTAD","1.462435","X","UNCTAD",,,,"0.205978","X","UNCTAD","0.100127","X","UNCTAD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"183","Romania","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7.900000","X","UNCTAD","30.900000","X","UNCTAD","27.200001","X","UNCTAD",,,,,,,,,,,,,,,,,,,,,,"-1.860000","X","INTRACEN",,,,"145.240000","X","INTRACEN","322.220000","X","INTRACEN",,,,"251.190000","X","INTRACEN",,,,,,
"183","Romania","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-15.257740","Fc","Calculated","51.765297","Fc","Calculated","36.921859","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,"-1.613239","Fc","Calculated",,,,"145.240000","Fc","Calculated","318.698383","Fc","Calculated",,,,"216.808507","Fc","Calculated",,,,,,
"183","Romania","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.359695","Fc","Calculated","0.480142","Fc","Calculated","0.442111","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,"-0.051633","Fc","Calculated",,,,"3.781824","Fc","Calculated","6.443901","Fc","Calculated",,,,"4.039131","Fc","Calculated",,,,,,
"183","Romania","23081","FDI inflows to Food, Beverages and Tobacco","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.299999","X","UNCTAD","142.500000","X","UNCTAD","232.100010","X","UNCTAD",,,,,,,,,,,,,,,,,,,,,,"77.300000","X","INTRACEN","-7.440000","X","INTRACEN","-300.790000","X","INTRACEN",,,,"22.030000","X","INTRACEN",,,,,,,,,
"183","Romania","23081","FDI inflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.627864","Fc","Calculated","238.723458","Fc","Calculated","315.057480","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,"67.044824","Fc","Calculated","-6.382924","Fc","Calculated","-300.790000","Fc","Calculated",,,,"20.781058","Fc","Calculated",,,,,,,,,
"183","Romania","23081","FDI inflows to Food, Beverages and Tobacco","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.971494","Fc","Calculated","2.214249","Fc","Calculated","3.772573","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,"2.145813","Fc","Calculated","-0.231366","Fc","Calculated","-7.832104","Fc","Calculated",,,,"0.406497","Fc","Calculated",,,,,,,,,
"183","Romania","23082","Total FDI inflows","6110","Value US$","millions","40.000000","X","UNCTAD","77.000000","X","UNCTAD","94.000000","X","UNCTAD","341.000000","X","UNCTAD","419.000000","X","UNCTAD","263.000000","X","UNCTAD","1215.000000","X","UNCTAD","2031.000000","X","UNCTAD","1027.032037","X","UNCTAD","1056.753271","X","UNCTAD","1157.931473","X","UNCTAD","1140.652205","X","UNCTAD","2196.303979","X","UNCTAD","6435.591316","X","UNCTAD","6152.300812","X","UNCTAD","10858.117890","X","UNCTAD","9732.809856","X","UNCTAD","13491.536278","X","UNCTAD","4665.448621","X","UNCTAD","2997.172354","X","UNCTAD","2362.922340","X","UNCTAD","3198.547078","X","UNCTAD","3602.364035","X","UNCTAD","3215.681586","X","UNCTAD","3840.474870","X","UNCTAD","5000.387417","X","UNCTAD","5419.471086","X","UNCTAD","6218.911348","X","UNCTAD","5791.043306","X","UNCTAD","2321.640286","X","UNCTAD"
"183","Romania","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","130.110496","Fc","Calculated","336.740094","Fc","Calculated","309.978334","Fc","Calculated","1024.457803","Fc","Calculated","1143.197023","Fc","Calculated","755.410665","Fc","Calculated","3443.770177","Fc","Calculated","4814.986913","Fc","Calculated","2814.117930","Fc","Calculated","2867.318962","Fc","Calculated","3039.652946","Fc","Calculated","2791.009779","Fc","Calculated","4241.852520","Fc","Calculated","10781.239378","Fc","Calculated","8351.263708","Fc","Calculated","12846.939792","Fc","Calculated","8630.672924","Fc","Calculated","10653.119199","Fc","Calculated","4284.630649","Fc","Calculated","2770.490797","Fc","Calculated","2018.918771","Fc","Calculated","2989.212525","Fc","Calculated","3124.448407","Fc","Calculated","2758.797184","Fc","Calculated","3840.474870","Fc","Calculated","4945.737022","Fc","Calculated","5112.226286","Fc","Calculated","5367.701279","Fc","Calculated","5026.510985","Fc","Calculated",,,
"183","Romania","23083","FDI outflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.220000","X","INTRACEN",,,,"1.060000","X","INTRACEN",,,,,,
"183","Romania","23083","FDI outflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.217596","Fc","Calculated",,,,"0.914913","Fc","Calculated",,,,,,
"183","Romania","23083","FDI outflows to Agriculture, Forestry and Fishing","6142","Share of Total FDI outflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4.766245","Fc","Calculated",,,,"0.279619","Fc","Calculated",,,,,,
"183","Romania","23084","FDI outflows to Food, Beverages and Tobacco","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.100000","X","UNCTAD",,,,,,,,,,,,,,,,,,,,,,"-2.120000","X","INTRACEN",,,,"1.000000","X","INTRACEN","0.220000","X","INTRACEN","0.230000","X","INTRACEN","15.940000","X","INTRACEN",,,,,,
"183","Romania","23084","FDI outflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.135742","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,"-1.838745","Fc","Calculated",,,,"1.000000","Fc","Calculated","0.217596","Fc","Calculated","0.216961","Fc","Calculated","13.758221","Fc","Calculated",,,,,,
"183","Romania","23084","FDI outflows to Food, Beverages and Tobacco","6142","Share of Total FDI outflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.251288","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,"0.755051","Fc","Calculated",,,,"0.177799","Fc","Calculated","4.766245","Fc","Calculated","-0.238099","Fc","Calculated","4.204843","Fc","Calculated",,,,,,
"183","Romania","23085","Total FDI outflows","6110","Value US$","millions","3.000000","X","UNCTAD","4.000000","X","UNCTAD","7.000000","X","UNCTAD","0.010000","X","UNCTAD","2.000000","X","UNCTAD","0.010000","X","UNCTAD","-9.000000","X","UNCTAD","-9.000000","X","UNCTAD","15.980789","X","UNCTAD","-12.898471","X","UNCTAD","15.212392","X","UNCTAD","20.704908","X","UNCTAD","117.376986","X","UNCTAD","154.215790","X","UNCTAD","-39.795055","X","UNCTAD","422.760842","X","UNCTAD","277.839368","X","UNCTAD","276.034716","X","UNCTAD","-96.257101","X","UNCTAD","-50.064566","X","UNCTAD","-26.470936","X","UNCTAD","-114.278152","X","UNCTAD","-280.775616","X","UNCTAD","-373.985360","X","UNCTAD","562.432043","X","UNCTAD","4.615793","X","UNCTAD","-96.598547","X","UNCTAD","379.086696","X","UNCTAD","362.709846","X","UNCTAD","201.666236","X","UNCTAD"
"183","Romania","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions","9.758287","Fc","Calculated","17.492992","Fc","Calculated","23.083493","Fc","Calculated","0.030043","Fc","Calculated","5.456788","Fc","Calculated","0.028723","Fc","Calculated","-25.509409","Fc","Calculated","-21.336722","Fc","Calculated","43.788142","Fc","Calculated","-34.997790","Fc","Calculated","39.933617","Fc","Calculated","50.661894","Fc","Calculated","226.697154","Fc","Calculated","258.350363","Fc","Calculated","-54.018653","Fc","Calculated","500.195626","Fc","Calculated","246.377022","Fc","Calculated","217.961148","Fc","Calculated","-88.400100","Fc","Calculated","-46.278092","Fc","Calculated","-22.617192","Fc","Calculated","-106.799017","Fc","Calculated","-243.525895","Fc","Calculated","-320.849478","Fc","Calculated","562.432043","Fc","Calculated","4.565346","Fc","Calculated","-91.122108","Fc","Calculated","327.199413","Fc","Calculated","314.824968","Fc","Calculated",,,
"185","Russian Federation","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,"11.000000","X","UNCTAD","41.000000","X","UNCTAD","31.000000","X","UNCTAD","48.000000","X","UNCTAD","22.000000","X","UNCTAD",,,,,,,"119.000000","X","UNCTAD",,,,,,,,,,,,,"317.500000","X","INTRACEN","236.080000","X","INTRACEN","230.890000","X","INTRACEN","619.190000","X","INTRACEN","-30.030000","X","INTRACEN","270.490000","X","INTRACEN","-140.520000","X","INTRACEN","-273.650000","X","INTRACEN","57.820000","X","INTRACEN","-22.590000","X","INTRACEN",,,
"185","Russian Federation","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,"27.039916","Fc","Calculated","148.245103","Fc","Calculated","93.042520","Fc","Calculated","128.242464","Fc","Calculated","54.639380","Fc","Calculated",,,,,,,"163.055691","Fc","Calculated",,,,,,,,,,,,,"259.403902","Fc","Calculated","150.938571","Fc","Calculated","142.037206","Fc","Calculated","373.048722","Fc","Calculated","-20.280126","Fc","Calculated","270.490000","Fc","Calculated","-150.490927","Fc","Calculated","-241.962580","Fc","Calculated","49.565806","Fc","Calculated","-19.340091","Fc","Calculated",,,
"185","Russian Federation","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,"0.398354","Fc","Calculated","1.247744","Fc","Calculated","1.169344","Fc","Calculated","1.709200","Fc","Calculated","0.642332","Fc","Calculated",,,,,,,"0.827823","Fc","Calculated",,,,,,,,,,,,,"1.002590","Fc","Calculated","0.640342","Fc","Calculated","0.764849","Fc","Calculated","1.159594","Fc","Calculated","-0.103013","Fc","Calculated","2.281113","Fc","Calculated","-0.377988","Fc","Calculated","-1.054384","Fc","Calculated","0.437115","Fc","Calculated","-0.070427","Fc","Calculated",,,
"185","Russian Federation","23081","FDI inflows to Food, Beverages and Tobacco","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,"1192.000000","X","UNCTAD","963.000000","X","UNCTAD","821.000000","X","UNCTAD","528.000000","X","UNCTAD","439.000000","X","UNCTAD","341.299990","X","UNCTAD","322.299990","X","UNCTAD","550.000000","X","UNCTAD",,,,,,,,,,,,,"1652.890000","X","INTRACEN","2040.260000","X","INTRACEN","328.260000","X","INTRACEN","-95.260000","X","INTRACEN","33.220000","X","INTRACEN","1039.550000","X","INTRACEN","511.480000","X","INTRACEN","897.850000","X","INTRACEN","269.170000","X","INTRACEN","-745.140000","X","INTRACEN",,,
"185","Russian Federation","23081","FDI inflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,"2930.143607","Fc","Calculated","3481.952063","Fc","Calculated","2464.126106","Fc","Calculated","1410.667101","Fc","Calculated","1090.303994","Fc","Calculated","728.226269","Fc","Calculated","536.739942","Fc","Calculated","753.618740","Fc","Calculated",,,,,,,,,,,,,"1350.444459","Fc","Calculated","1304.447343","Fc","Calculated","201.936563","Fc","Calculated","-57.392111","Fc","Calculated","22.434426","Fc","Calculated","1039.550000","Fc","Calculated","547.773265","Fc","Calculated","793.883073","Fc","Calculated","230.744173","Fc","Calculated","-637.940481","Fc","Calculated",,,
"185","Russian Federation","23081","FDI inflows to Food, Beverages and Tobacco","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,"43.167135","Fc","Calculated","29.306772","Fc","Calculated","30.968745","Fc","Calculated","18.801203","Fc","Calculated","12.817440","Fc","Calculated","4.401169","Fc","Calculated","2.108775","Fc","Calculated","3.826073","Fc","Calculated",,,,,,,,,,,,,"5.219438","Fc","Calculated","5.533993","Fc","Calculated","1.087398","Fc","Calculated","-0.178399","Fc","Calculated","0.113956","Fc","Calculated","8.766796","Fc","Calculated","1.375842","Fc","Calculated","3.459452","Fc","Calculated","2.034905","Fc","Calculated","-2.323073","Fc","Calculated",,,
"185","Russian Federation","23082","Total FDI inflows","6110","Value US$","millions",,,,"1161.000000","X","UNCTAD","1210.782000","X","UNCTAD","689.574000","X","UNCTAD","2065.723000","X","UNCTAD","2579.321000","X","UNCTAD","4864.643000","X","UNCTAD","2761.360000","X","UNCTAD","3285.930000","X","UNCTAD","2651.060000","X","UNCTAD","2808.331000","X","UNCTAD","3425.021000","X","UNCTAD","7754.758000","X","UNCTAD","15283.751000","X","UNCTAD","14375.052000","X","UNCTAD","37441.574000","X","UNCTAD","54921.850000","X","UNCTAD","75855.697000","X","UNCTAD","27752.258000","X","UNCTAD","31667.969000","X","UNCTAD","36867.773000","X","UNCTAD","30187.664000","X","UNCTAD","53397.139000","X","UNCTAD","29151.662000","X","UNCTAD","11857.810000","X","UNCTAD","37175.766913","X","UNCTAD","25953.535828","X","UNCTAD","13227.642062","X","UNCTAD","32075.621933","X","UNCTAD","9676.068797","X","UNCTAD"
"185","Russian Federation","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions",,,,"2234.037026","Fc","Calculated","2275.910293","Fc","Calculated","1269.092314","Fc","Calculated","3723.680629","Fc","Calculated","4565.889140","Fc","Calculated","8453.221496","Fc","Calculated","6787.903817","Fc","Calculated","11881.049575","Fc","Calculated","7956.816265","Fc","Calculated","7503.068468","Fc","Calculated","8506.410193","Fc","Calculated","16546.201723","Fc","Calculated","25452.683450","Fc","Calculated","19696.924687","Fc","Calculated","42823.307527","Fc","Calculated","51928.189855","Fc","Calculated","59070.744851","Fc","Calculated","27061.117070","Fc","Calculated","25873.369228","Fc","Calculated","23571.539180","Fc","Calculated","18570.624277","Fc","Calculated","32170.633386","Fc","Calculated","19686.959399","Fc","Calculated","11857.810000","Fc","Calculated","39813.660825","Fc","Calculated","22948.234975","Fc","Calculated","11339.307229","Fc","Calculated","27461.064632","Fc","Calculated",,,
"185","Russian Federation","23085","Total FDI outflows","6110","Value US$","millions",,,,"1566.000000","X","UNCTAD","1021.942000","X","UNCTAD","281.370000","X","UNCTAD","605.783000","X","UNCTAD","922.824000","X","UNCTAD","3183.909000","X","UNCTAD","1209.752000","X","UNCTAD","2195.120000","X","UNCTAD","3151.860000","X","UNCTAD","2502.058000","X","UNCTAD","3483.838000","X","UNCTAD","9550.095000","X","UNCTAD","13662.787000","X","UNCTAD","16746.644000","X","UNCTAD","29839.958000","X","UNCTAD","43849.381000","X","UNCTAD","56735.403000","X","UNCTAD","34449.682000","X","UNCTAD","41116.463000","X","UNCTAD","48634.931000","X","UNCTAD","28422.531000","X","UNCTAD","70684.768000","X","UNCTAD","64202.540000","X","UNCTAD","27089.944000","X","UNCTAD","26951.187156","X","UNCTAD","34153.096111","X","UNCTAD","35819.671314","X","UNCTAD","22023.982236","X","UNCTAD","6311.367903","X","UNCTAD"
"185","Russian Federation","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions",,,,"3013.352268","Fc","Calculated","1920.947220","Fc","Calculated","517.833481","Fc","Calculated","1091.986884","Fc","Calculated","1633.574138","Fc","Calculated","5532.633741","Fc","Calculated","2973.781114","Fc","Calculated","7936.970521","Fc","Calculated","9459.903176","Fc","Calculated","6684.793383","Fc","Calculated","8652.488575","Fc","Calculated","20376.883242","Fc","Calculated","22753.222854","Fc","Calculated","22946.517733","Fc","Calculated","34129.059265","Fc","Calculated","41459.254952","Fc","Calculated","44181.289569","Fc","Calculated","33591.748737","Fc","Calculated","33592.979346","Fc","Calculated","31094.912664","Fc","Calculated","17484.762789","Fc","Calculated","42586.059850","Fc","Calculated","43357.829763","Fc","Calculated","27089.944000","Fc","Calculated","28863.571981","Fc","Calculated","30198.323646","Fc","Calculated","30706.172421","Fc","Calculated","18855.503438","Fc","Calculated",,,
"184","Rwanda","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.860000","X","INTRACEN","2.870000","X","INTRACEN","6.940000","X","INTRACEN","6.940000","X","INTRACEN","10.670000","X","INTRACEN","20.520000","X","INTRACEN","8.710000","X","INTRACEN","17.290000","X","INTRACEN","5.530000","X","INTRACEN","15.530000","X","INTRACEN","15.220000","X","INTRACEN",,,,,,
"184","Rwanda","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.893307","Fc","Calculated","2.833057","Fc","Calculated","6.811869","Fc","Calculated","6.541801","Fc","Calculated","9.826403","Fc","Calculated","19.376039","Fc","Calculated","8.279389","Fc","Calculated","17.290000","Fc","Calculated","5.749421","Fc","Calculated","15.779890","Fc","Calculated","16.122779","Fc","Calculated",,,,,,
"184","Rwanda","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.818360","Fc","Calculated","2.418471","Fc","Calculated","2.770406","Fc","Calculated","5.826773","Fc","Calculated","4.184917","Fc","Calculated","7.965839","Fc","Calculated","1.898017","Fc","Calculated","4.552396","Fc","Calculated","1.615542","Fc","Calculated","4.357017","Fc","Calculated","3.985215","Fc","Calculated",,,,,,
