Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F
"58","Ecuador","23067","Credit to Agriculture and Forestry","6183","Value Local Currency, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.704252","","22.348328","","24.587414","","24.139618","","73.213984","","94.698293","","77.811906","",,,,,,,,,,,,
"58","Ecuador","23067","Credit to Agriculture and Forestry","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.003703","","18.100000","","21.400000","","22.200000","","70.687882","","94.260787","","79.800000","",,,,,,,,,,,,
"58","Ecuador","23067","Credit to Agriculture and Forestry","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.704252","","22.348328","","24.587414","","24.139618","","73.213984","","94.698293","","77.811906","",,,,,,,,,,,,
"58","Ecuador","23067","Credit to Agriculture and Forestry","61132","Share of Total Credit US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.440174","Fc","4.127391","Fc","3.159511","Fc","3.273934","Fc","6.018250","Fc","5.986448","Fc","5.301621","Fc",,,,,,,,,,,,
"58","Ecuador","23063","Credit to Fishery","6109","Value Local Currency","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.521409","","8.640807","","29.381379","","22.642729","","24.336507","","40.949693","","34.900000","",,,,,,,,,,,,
"58","Ecuador","23063","Credit to Fishery","6183","Value Local Currency, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.076083","","10.668927","","33.757576","","24.621029","","25.206196","","41.139759","","34.030520","",,,,,,,,,,,,
"58","Ecuador","23063","Credit to Fishery","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.521409","","8.640807","","29.381379","","22.642729","","24.336507","","40.949693","","34.900000","",,,,,,,,,,,,
"58","Ecuador","23063","Credit to Fishery","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.076083","","10.668927","","33.757576","","24.621029","","25.206196","","41.139759","","34.030520","",,,,,,,,,,,,
"58","Ecuador","23063","Credit to Fishery","61132","Share of Total Credit US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.665785","Fc","1.970386","Fc","4.337888","Fc","3.339225","Fc","2.071970","Fc","2.600691","Fc","2.318629","Fc",,,,,,,,,,,,
"58","Ecuador","23018","Total Credit","6109","Value Local Currency","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.016533","","438.533728","","677.319982","","678.083291","","1174.558715","","1574.569639","","1505.200000","",,,,,,,"1747.206414","","1861.739154","","1971.889855",""
